,wiek,zawod,stan_cywilny,wyksztalcenie,ma_kredyt,kredyt_mieszkaniowy,ma_pozyczke,sposob_kontaktu,miesiac,day_of_week,dl_polaczenia,liczba_polaczen_aktualnej_kampanii,liczba_dni_od_ost_kontaktu,liczba_polaczen_przed_aktualna_kampania,wynik_poprzedniej_kampanii,wsk_zmien_zatrudnienia,wsk_cen_konsum,wsk_zauf_konsum,euribor3m,liczba_pracownikow,target
30172,31,admin.,single,high.school,1,0,1,cellular,apr,thu,119,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30173,29,admin.,single,high.school,1,0,1,cellular,apr,thu,733,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30174,40,technician,divorced,university.degree,1,0,1,cellular,apr,thu,335,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30175,31,admin.,single,high.school,1,1,1,cellular,apr,thu,252,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30176,40,admin.,married,university.degree,1,1,1,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30177,39,technician,married,basic.9y,1,0,1,cellular,apr,thu,620,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30178,31,admin.,single,high.school,1,1,1,cellular,apr,thu,706,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30179,45,admin.,single,high.school,1,0,1,cellular,apr,thu,354,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30181,30,management,married,university.degree,1,0,1,cellular,apr,thu,271,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30182,38,technician,married,professional.course,1,0,1,cellular,apr,thu,110,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30183,46,technician,married,unknown,1,1,1,cellular,apr,thu,551,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30184,30,admin.,single,university.degree,1,1,1,cellular,apr,thu,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30185,48,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,294,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30186,31,self-employed,single,university.degree,1,0,1,cellular,apr,thu,383,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30187,54,housemaid,married,high.school,1,0,1,cellular,apr,thu,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30188,34,admin.,married,university.degree,1,0,0,cellular,apr,thu,177,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30189,30,admin.,single,university.degree,1,1,1,cellular,apr,thu,368,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30190,53,technician,married,university.degree,1,1,0,cellular,apr,thu,126,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30192,54,housemaid,married,high.school,1,0,0,cellular,apr,thu,267,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30193,38,admin.,married,high.school,1,0,0,cellular,apr,thu,390,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30194,54,housemaid,married,high.school,1,1,1,cellular,apr,thu,381,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30195,40,self-employed,married,university.degree,1,1,1,cellular,apr,thu,187,10,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30196,30,student,single,university.degree,1,1,1,cellular,apr,thu,200,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30197,28,unemployed,single,basic.4y,1,0,1,cellular,apr,thu,156,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30198,36,technician,single,professional.course,1,0,1,cellular,apr,thu,218,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,1
30199,32,admin.,married,university.degree,1,0,1,cellular,apr,thu,116,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30200,37,self-employed,single,university.degree,1,0,1,cellular,apr,thu,465,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30201,33,services,married,high.school,1,0,1,cellular,apr,thu,900,2,999,2,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30202,23,admin.,single,high.school,1,0,1,cellular,apr,thu,132,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30203,32,admin.,married,university.degree,1,0,1,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30204,35,management,married,university.degree,1,1,1,cellular,apr,thu,127,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30206,59,retired,married,basic.4y,1,0,1,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30207,34,admin.,married,university.degree,1,1,1,cellular,apr,thu,279,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30208,30,entrepreneur,single,university.degree,1,1,1,cellular,apr,thu,202,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30209,35,management,married,university.degree,1,1,1,cellular,apr,thu,375,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30210,38,self-employed,married,professional.course,1,0,1,cellular,apr,thu,779,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30211,27,blue-collar,single,university.degree,1,0,1,cellular,apr,thu,246,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30212,35,management,married,university.degree,1,0,1,cellular,apr,thu,584,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30213,35,management,married,university.degree,1,0,1,cellular,apr,thu,878,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30214,44,technician,married,university.degree,1,0,0,cellular,apr,thu,504,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30215,20,student,single,high.school,1,0,1,cellular,apr,thu,195,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30217,49,admin.,single,university.degree,1,1,1,cellular,apr,thu,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30218,71,self-employed,married,university.degree,1,0,1,cellular,apr,thu,78,2,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30219,35,admin.,single,university.degree,1,0,0,cellular,apr,thu,58,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30220,31,technician,married,professional.course,1,0,1,cellular,apr,thu,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30221,35,technician,married,professional.course,1,1,1,cellular,apr,thu,337,2,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30222,51,technician,married,professional.course,1,0,0,cellular,apr,thu,200,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30223,51,technician,married,professional.course,1,0,1,cellular,apr,thu,115,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30224,46,technician,married,professional.course,1,0,1,cellular,apr,thu,369,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30225,51,technician,married,professional.course,1,0,1,cellular,apr,thu,341,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30226,51,technician,married,professional.course,1,0,0,cellular,apr,thu,297,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,1
30227,39,services,married,university.degree,1,1,1,cellular,apr,thu,237,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30228,55,admin.,married,unknown,1,0,1,cellular,apr,thu,110,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30229,51,technician,married,professional.course,1,0,1,cellular,apr,thu,687,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30230,27,admin.,single,university.degree,1,0,1,cellular,apr,thu,193,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30231,49,admin.,married,high.school,1,0,1,cellular,apr,thu,216,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30233,60,retired,divorced,professional.course,1,0,1,cellular,apr,thu,126,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30234,36,technician,married,professional.course,1,0,0,cellular,apr,thu,266,2,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,1
30235,44,blue-collar,married,basic.9y,1,0,1,telephone,apr,thu,455,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30236,47,admin.,married,university.degree,1,0,1,cellular,apr,thu,53,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30237,33,services,married,high.school,1,0,1,cellular,apr,thu,524,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30238,39,technician,married,professional.course,1,1,1,cellular,apr,thu,225,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30239,34,technician,married,professional.course,1,0,1,cellular,apr,thu,258,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30240,25,technician,single,professional.course,1,0,0,cellular,apr,thu,104,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30241,40,services,married,high.school,1,0,1,cellular,apr,thu,124,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30243,42,services,married,high.school,1,0,1,cellular,apr,thu,344,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30244,48,technician,divorced,high.school,1,0,1,cellular,apr,thu,400,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30245,24,admin.,single,university.degree,1,0,1,cellular,apr,thu,103,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30246,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,24,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30247,48,technician,divorced,university.degree,1,0,1,cellular,apr,thu,132,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30248,56,entrepreneur,married,university.degree,1,0,1,telephone,apr,thu,141,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30249,56,entrepreneur,married,university.degree,1,0,1,cellular,apr,thu,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30250,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,284,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30251,29,admin.,single,university.degree,1,1,1,cellular,apr,thu,800,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30252,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,204,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30253,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30254,56,entrepreneur,married,university.degree,1,0,1,cellular,apr,thu,472,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30255,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,99,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30256,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,196,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30258,53,admin.,single,university.degree,1,1,0,cellular,apr,thu,586,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30259,30,admin.,married,university.degree,1,0,1,cellular,apr,thu,316,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30260,37,self-employed,single,university.degree,1,0,1,cellular,apr,thu,270,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30261,30,admin.,married,university.degree,1,0,1,cellular,apr,thu,461,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30262,27,admin.,single,high.school,1,0,1,cellular,apr,thu,127,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30263,25,self-employed,single,university.degree,1,0,1,cellular,apr,thu,113,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30264,51,technician,married,university.degree,1,0,1,cellular,apr,thu,526,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30265,28,blue-collar,single,basic.9y,1,0,1,cellular,apr,thu,315,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30266,29,admin.,single,professional.course,1,0,1,cellular,apr,thu,130,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30267,49,management,married,university.degree,1,1,1,cellular,apr,thu,97,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30268,39,technician,married,professional.course,1,0,1,cellular,apr,thu,423,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30269,54,management,married,university.degree,1,0,1,cellular,apr,thu,311,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30270,49,unemployed,married,university.degree,1,1,1,cellular,apr,thu,171,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30271,20,student,single,basic.4y,1,0,1,cellular,apr,thu,209,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30272,43,technician,single,university.degree,1,1,1,cellular,apr,thu,64,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30273,24,student,single,high.school,1,1,0,cellular,apr,thu,209,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30274,56,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,457,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30275,25,unemployed,single,university.degree,1,0,1,cellular,apr,thu,260,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30276,46,services,married,high.school,1,1,1,cellular,apr,thu,146,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30277,46,services,married,high.school,1,0,0,cellular,apr,thu,354,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30278,42,technician,married,professional.course,1,1,1,cellular,apr,thu,94,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30279,60,admin.,married,high.school,1,0,0,cellular,apr,thu,482,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30280,47,blue-collar,single,basic.6y,1,1,1,cellular,apr,thu,309,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30281,48,technician,divorced,university.degree,1,0,0,cellular,apr,thu,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30282,37,admin.,single,university.degree,1,0,1,cellular,apr,thu,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30283,47,blue-collar,married,high.school,1,1,1,cellular,apr,thu,439,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30284,36,blue-collar,married,basic.9y,1,1,1,cellular,apr,thu,171,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30285,69,retired,married,university.degree,1,0,1,cellular,apr,thu,616,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30286,63,retired,married,high.school,1,1,1,cellular,apr,thu,198,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30287,28,admin.,single,university.degree,1,0,0,cellular,apr,thu,76,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30288,46,admin.,married,basic.6y,1,1,1,cellular,apr,thu,278,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30289,28,admin.,single,university.degree,1,0,1,cellular,apr,thu,280,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30290,28,admin.,single,university.degree,1,0,1,cellular,apr,thu,249,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30291,28,admin.,single,university.degree,1,0,0,cellular,apr,thu,68,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30292,48,technician,married,professional.course,1,0,0,cellular,apr,thu,269,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30293,49,admin.,divorced,university.degree,1,1,1,cellular,apr,thu,532,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30294,30,technician,married,university.degree,1,0,0,cellular,apr,thu,1373,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30295,21,admin.,single,high.school,1,1,1,cellular,apr,thu,97,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30296,31,admin.,single,university.degree,1,0,0,cellular,apr,thu,102,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30297,37,self-employed,single,university.degree,1,0,1,cellular,apr,thu,48,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30298,37,admin.,married,high.school,1,0,1,cellular,apr,thu,226,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30299,24,student,single,high.school,1,0,1,cellular,apr,thu,88,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30300,37,admin.,married,high.school,1,0,1,cellular,apr,thu,574,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30301,28,admin.,single,university.degree,1,1,0,telephone,apr,thu,917,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30302,48,unemployed,single,basic.9y,1,0,1,cellular,apr,thu,242,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30303,58,retired,divorced,professional.course,1,1,1,cellular,apr,thu,430,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30304,48,unemployed,single,basic.9y,1,0,1,cellular,apr,thu,228,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30305,36,admin.,married,university.degree,1,0,1,cellular,apr,thu,483,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30306,39,management,married,professional.course,1,1,1,cellular,apr,thu,156,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30307,51,technician,divorced,high.school,1,1,0,cellular,apr,thu,306,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30308,34,admin.,single,professional.course,1,1,1,telephone,apr,thu,130,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30309,29,technician,single,professional.course,1,1,1,cellular,apr,thu,96,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30310,33,blue-collar,single,basic.4y,1,1,1,cellular,apr,thu,452,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30311,35,admin.,divorced,high.school,1,0,1,cellular,apr,thu,285,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30312,30,entrepreneur,single,university.degree,1,0,1,cellular,apr,thu,666,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30314,60,admin.,married,professional.course,1,0,1,cellular,apr,thu,473,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30315,24,student,single,high.school,1,0,1,cellular,apr,thu,209,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30316,30,admin.,single,university.degree,1,1,1,cellular,apr,thu,69,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30317,33,blue-collar,single,basic.4y,1,0,1,cellular,apr,thu,352,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30318,48,entrepreneur,married,university.degree,1,1,1,cellular,apr,thu,27,1,999,2,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30319,57,retired,married,university.degree,1,1,1,cellular,apr,thu,81,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30320,55,admin.,divorced,university.degree,1,1,1,cellular,apr,thu,260,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30321,22,student,single,high.school,1,1,1,cellular,apr,thu,780,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30322,54,management,married,university.degree,1,1,1,telephone,apr,thu,107,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30323,40,technician,married,professional.course,1,0,1,cellular,apr,thu,580,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1
30324,31,admin.,single,high.school,1,0,0,cellular,apr,thu,398,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30326,71,retired,divorced,basic.4y,1,1,0,cellular,apr,thu,214,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30327,28,admin.,married,university.degree,1,1,1,cellular,apr,thu,258,1,2,2,success,-1.8,93.075,-47.1,1.365,5099.1,1
30328,41,technician,divorced,professional.course,1,0,1,cellular,apr,thu,834,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30329,43,admin.,married,university.degree,1,0,1,cellular,apr,thu,114,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30330,35,management,married,university.degree,1,0,0,cellular,apr,thu,435,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30331,58,retired,divorced,university.degree,1,1,1,cellular,apr,thu,211,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30332,32,self-employed,single,university.degree,1,0,1,cellular,apr,thu,441,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30333,20,student,single,high.school,1,0,1,cellular,apr,thu,615,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30334,38,admin.,single,university.degree,1,0,0,cellular,apr,thu,555,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30335,47,admin.,married,university.degree,1,0,0,cellular,apr,thu,149,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
30337,34,admin.,single,professional.course,1,1,1,cellular,apr,thu,168,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30338,28,student,single,high.school,1,1,1,cellular,apr,thu,319,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30340,18,student,single,basic.4y,1,0,0,cellular,apr,thu,184,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30341,41,technician,divorced,professional.course,1,0,1,cellular,apr,thu,811,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30342,25,admin.,single,university.degree,1,1,0,telephone,apr,thu,71,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30343,23,student,single,high.school,1,0,1,cellular,apr,thu,354,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30344,47,unknown,married,unknown,1,1,1,cellular,apr,thu,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30345,44,technician,single,professional.course,1,1,1,cellular,apr,thu,116,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30346,56,entrepreneur,married,university.degree,1,1,0,cellular,apr,thu,488,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30347,33,blue-collar,single,basic.4y,1,0,0,cellular,apr,thu,460,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30348,24,technician,single,university.degree,1,0,1,cellular,apr,thu,477,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30349,28,admin.,married,university.degree,1,0,1,cellular,apr,thu,63,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30350,36,admin.,married,university.degree,1,0,1,cellular,apr,thu,970,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30351,58,retired,married,basic.4y,1,1,1,cellular,apr,thu,266,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30352,49,technician,married,professional.course,1,1,1,cellular,apr,thu,618,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30353,41,technician,divorced,professional.course,1,1,1,cellular,apr,thu,774,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30354,51,housemaid,married,unknown,1,0,0,cellular,apr,thu,132,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30355,28,student,single,high.school,1,0,1,cellular,apr,thu,121,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30357,49,technician,single,university.degree,1,0,1,cellular,apr,thu,861,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30358,49,management,married,university.degree,1,1,0,cellular,apr,thu,296,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30359,49,management,married,university.degree,1,0,1,cellular,apr,thu,240,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30360,29,management,single,high.school,1,0,1,cellular,apr,thu,329,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30361,59,admin.,married,high.school,1,0,1,cellular,apr,thu,147,3,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
30362,33,admin.,married,high.school,1,1,1,cellular,apr,thu,113,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
